Solution Number,  Solution Name,   Fitness,  max_boron,  PinPowerPeaking,  FDeltaH,  cycle_length,  
393,    child_10_28,    None,0.9227240297802055,    0.24586140325675854,    0.9118005176767637,    0.719974938748149,    
394,    child_10_29,    None,0.19126327324307035,    0.28923553987528494,    0.3853564142192617,    0.07260561337530158,    
395,    child_11_0,    None,0.2851858989071169,    0.800125257109048,    0.569297507851646,    0.9279391828050696,    
396,    child_11_1,    None,0.6503149418909909,    0.2581932244108416,    0.5385980717195065,    0.7321376434574275,    
397,    child_11_2,    None,0.5144555497204961,    0.2800531509512313,    0.08070134475736479,    0.8136888792869679,    
398,    child_11_3,    None,0.39516635177199433,    0.0017922980731907012,    0.02488397235050177,    0.8193752486493502,    
399,    child_11_4,    None,0.009981386989690533,    0.5870721462730539,    0.10929791358144836,    0.40897025883639293,    
400,    child_11_5,    None,0.8489723693952926,    0.519318733556778,    0.584632146534786,    0.3668134279594657,    
401,    child_11_6,    None,0.3007216996076304,    0.5378644225499036,    0.2974431773273518,    0.9288338651234701,    
402,    child_11_7,    None,0.975352763149747,    0.5274107161420235,    0.535496870448256,    0.10968324274358454,    
403,    child_11_8,    None,0.7494481171027743,    0.9858577925899513,    0.815262526970901,    0.5864911115064704,    
404,    child_11_9,    None,0.577878608047064,    0.7025110438014569,    0.9904143134450094,    0.6284745032854631,    
405,    child_11_10,    None,0.24423789767724424,    0.5418458308345583,    0.098746710927483,    0.1661718065452935,    
406,    child_11_11,    None,0.945626362228771,    0.9545766519259692,    0.8698108730850033,    0.17812533293733457,    
407,    child_11_12,    None,0.9562783600780861,    0.08237303873713175,    0.2682416835356237,    0.5451943297557548,    
408,    child_11_13,    None,0.7127685783702584,    0.0008718752939246288,    0.3418427325307498,    0.6153812258535393,    
409,    child_11_14,    None,0.8310235313143861,    0.6781396862070395,    0.8928713357756719,    0.6465933813482659,    
410,    child_11_15,    None,0.2186848335132736,    0.06601594145626866,    0.6571822737267864,    0.46231526125202815,    
411,    child_11_16,    None,0.8200167473048459,    0.31323900605563204,    0.8274289759965097,    0.08213573820976416,    
412,    child_11_17,    None,0.9410078669181893,    0.43816685826756974,    0.12067153773584816,    0.7010721487866165,    
413,    child_11_18,    None,0.6021734074362094,    0.05657294217336606,    0.2662225895472127,    0.04422269349772612,    
414,    child_11_19,    None,0.9164590761096947,    0.6283058308156563,    0.4285615584644348,    0.06985996913338355,    
415,    child_11_20,    None,0.8954472586168906,    0.34649926464473835,    0.45824736210299477,    0.8561108008735147,    
416,    child_11_21,    None,0.9308434016410048,    0.38278935629906063,    0.6416380583024217,    0.038444420580432404,    
417,    child_11_22,    None,0.6433298841441505,    0.5907605857925243,    0.06684850949179488,    0.5765888618261684,    
418,    child_11_23,    None,0.7593855407629027,    0.5878201266172154,    0.5146596834666775,    0.07083632914121574,    
419,    child_11_24,    None,0.05153846295847497,    0.4405157334205453,    0.5232498807218481,    0.2915736068367768,    
420,    child_11_25,    None,0.677958538262772,    0.5883214403870378,    0.5191751316750797,    0.4436099527153423,    
421,    child_11_26,    None,0.20791887014742716,    0.6061312202275332,    0.24102571678030105,    0.6664933368062994,    
422,    child_11_27,    None,0.8444025608761857,    0.05080755870754694,    0.5276764801936858,    0.8853352022186007,    
423,    child_11_28,    None,0.9827527962073733,    0.005287346380612901,    0.08986184802588515,    0.3803315774365338,    
424,    child_11_29,    None,0.6212655202290119,    0.29545458653855283,    0.3463776059472856,    0.7279857804272245,    
425,    child_11_30,    None,0.5508128889902333,    0.6912798443085338,    0.7894150130680017,    0.47892694803869396,    
426,    child_12_0,    None,0.6429840998148773,    0.5872152634072433,    0.23117030726746346,    0.04543578941685944,    
427,    child_12_1,    None,0.36110370963662575,    0.8097221153523816,    0.583396764794992,    0.25575303576298736,    
428,    child_12_2,    None,0.48182538398361474,    0.4695431160719964,    0.5694102922127307,    0.7006345113251906,    
429,    child_12_3,    None,0.16641586444856793,    0.442981585797259,    0.31738623574301883,    0.6544997894165901,    
430,    child_12_4,    None,0.05102980145582425,    0.3720801545946939,    0.858349099431448,    0.29797402020677444,    
431,    child_12_5,    None,0.59953745000472,    0.790008453094784,    0.9121188793670894,    0.7088080534879225,    
432,    child_12_6,    None,0.2723106483461013,    0.2072266336485562,    0.3620096355735323,    0.850197497691924,    
433,    child_12_7,    None,0.459670034589863,    0.12201300275531846,    0.801289453900169,    0.2843840516713826,    
434,    child_12_8,    None,0.12903209981723218,    0.513345772929165,    0.39325373030719246,    0.5032472612207989,    
435,    child_12_9,    None,0.8909534708274351,    0.09974298001884019,    0.599765219046279,    0.36526619920174264,    
436,    child_12_10,    None,0.12144753426244492,    0.9976865464177943,    0.5262066469824742,    0.4042825044063737,    
437,    child_12_11,    None,0.4642685686661093,    0.04456803076015292,    0.38237359682684013,    0.027478136165995037,    
438,    child_12_12,    None,0.8636961973874563,    0.7946287896170262,    0.23695331210962067,    0.7927497470267556,    
439,    child_12_13,    None,0.38838402089771085,    0.5093287523420569,    0.07949231654514821,    0.6184022774332716,    
440,    child_12_14,    None,0.2492260855463011,    0.7101960264480773,    0.8606686816941777,    0.3875069949006712,    
441,    child_12_15,    None,0.700061502045899,    0.41535057756550997,    0.9801528394559372,    0.5142093207878237,    
442,    child_12_16,    None,0.10154007042679303,    0.7216482310840147,    0.13107922713555398,    0.44364897722865704,    
443,    child_12_17,    None,0.12718480134104315,    0.750864252992791,    0.4907967762931028,    0.2505184927012415,    
444,    child_12_18,    None,0.6538477395767834,    0.4619317687314596,    0.5482370729595685,    0.2879461571628604,    
445,    child_12_19,    None,0.7586518358430054,    0.3141681813977656,    0.9292191612539975,    0.9431683663485284,    
446,    child_12_20,    None,0.9161102624620286,    0.38084939267247875,    0.2801376901688707,    0.6687067472204351,    
447,    child_12_21,    None,0.04251549712459535,    0.44867149920696003,    0.7823475552604273,    0.40747782620794737,    
448,    child_12_22,    None,0.06858386671513605,    0.34688265611931857,    0.9656980063627834,    0.7732894190655686,    
449,    child_12_23,    None,0.5932280055376848,    0.5243236000281177,    0.21649044609741797,    0.500344109646342,    
450,    child_12_24,    None,0.24613537098730698,    0.11039359655957637,    0.22378278765009563,    0.21688652207709225,    
451,    child_12_25,    None,0.23120525857611596,    0.5925329151233658,    0.3679190954883891,    0.1662200438923065,    
452,    child_12_26,    None,0.5107690654307481,    0.7147840624267253,    0.007633884613247877,    0.09647778433166931,    
453,    child_12_27,    None,0.6179807488868009,    0.28812126632425716,    0.4518670582024771,    0.9427981299331695,    
454,    child_12_28,    None,0.22286036302101853,    0.4423942223988646,    0.3982402338408949,    0.387028363520593,    
455,    child_12_29,    None,0.8576646886029426,    0.8331066430017154,    0.03129203711390216,    0.802235817993059,    
456,    child_12_30,    None,0.05942777730426463,    0.6788282287401739,    0.6844737636886278,    0.2054671812508213,    
457,    child_13_0,    None,0.22621897894767495,    0.7863789320333398,    0.9347987217255623,    0.3117328254403089,    
458,    child_13_1,    None,0.30620990733168296,    0.9333999633681145,    0.769339328282185,    0.1827829548937432,    
459,    child_13_2,    None,0.3447885256965173,    0.7863059094662705,    0.6009353242307709,    0.11900167293131203,    
460,    child_13_3,    None,0.4415618377721401,    0.7131092016575978,    0.587960284481178,    0.4231655222173216,    
461,    child_13_4,    None,0.3520974486143209,    0.3954919372473229,    0.6985160330779865,    0.314709634887236,    
462,    child_13_5,    None,0.9040640347546801,    0.6592059901676769,    0.7029896935944099,    0.871939204110044,    
463,    child_13_6,    None,0.00610578703965492,    0.24966429115020172,    0.32140568205990927,    0.9485162339595338,    
464,    child_13_7,    None,0.15055140587658455,    0.03930856456686849,    0.6754555365200376,    0.32183794005085553,    
465,    child_13_8,    None,0.7997233343349182,    0.5549488766276376,    0.6688179513149154,    0.9607679433990718,    
466,    child_13_9,    None,0.6357459468742881,    0.7548011070849067,    0.8257498781768973,    0.2553172627986787,    
467,    child_13_10,    None,0.9138866173815793,    0.786039433018437,    0.1930000800318169,    0.16303973287093476,    
468,    child_13_11,    None,0.9680160571904203,    0.9520741213664343,    0.1164698217214144,    0.041924875926362626,    
469,    child_13_12,    None,0.8489072432908351,    0.12552396820526768,    0.42759944012673967,    0.465922000656273,    
470,    child_13_13,    None,0.856357952842316,    0.4064076547582519,    0.8316609427111711,    0.6525996074275174,    
471,    child_13_14,    None,0.8105418436388448,    0.4743553607521701,    0.5225284316476347,    0.5191669475473119,    
472,    child_13_15,    None,0.6663285577392991,    0.6121453394516265,    0.16486714075963305,    0.29376449482804734,    
473,    child_13_16,    None,0.030269080747261756,    0.01887486175181219,    0.9176763282135272,    0.5380942339323029,    
474,    child_13_17,    None,0.354623700127502,    0.2793273144750683,    0.4859651863747173,    0.6522057703080945,    
475,    child_13_18,    None,0.3983010516873505,    0.1323606163950466,    0.4479703932448684,    0.6336953749125939,    
476,    child_13_19,    None,0.3298157730664485,    0.03289364322913435,    0.1547677902216953,    0.5128670861511166,    
477,    child_13_20,    None,0.7529793609030772,    0.04805337870767257,    0.2446675103060698,    0.1821419494723776,    
478,    child_13_21,    None,0.35440545902739096,    0.699471029890709,    0.6263232117434416,    0.8592142734275994,    
479,    child_13_22,    None,0.5828728357510046,    0.5483263783607968,    0.9329508377845551,    0.5799720837990752,    
480,    child_13_23,    None,0.23122900674050273,    0.8602530814823437,    0.771028031077224,    0.2730583056068764,    
481,    child_13_24,    None,0.05409943108228632,    0.05656702355514709,    0.713710627223326,    0.2834894947728547,    
482,    child_13_25,    None,0.060081349089419755,    0.8192282919901986,    0.4285803638535868,    0.09556673487764211,    
483,    child_13_26,    None,0.8511958621886236,    0.09396458022075527,    0.7235241497995777,    0.6656130159032231,    
484,    child_13_27,    None,0.23871562893030673,    0.7516125298296721,    0.23623828109386424,    0.5099046924304387,    
485,    child_13_28,    None,0.8625965183262819,    0.7624469364642561,    0.8139948777535948,    0.9670676286164742,    
486,    child_13_29,    None,0.8230893663003589,    0.4757125461964473,    0.09441990496986041,    0.9947905831939841,    
487,    child_14_0,    None,0.6281183189195865,    0.8779702916724194,    0.9521036910891599,    0.7246800174952364,    
488,    child_14_1,    None,0.5415617261664402,    0.010760865300210587,    0.4030695645010782,    0.763574242756678,    
489,    child_14_2,    None,0.3178971388418531,    0.9340139108507209,    0.37641893127404624,    0.19961971455690308,    
490,    child_14_3,    None,0.8453085440238038,    0.8474904623800974,    0.6681196118354508,    0.5919462363736974,    
491,    child_14_4,    None,0.1480890273242671,    0.05080036688991996,    0.5819512561154486,    0.12984009970500876,    
492,    child_14_5,    None,0.6650703900381126,    0.9409905286877203,    0.5246454562760919,    0.2609054465566424,    
493,    child_14_6,    None,0.312174897317407,    0.1916074756683579,    0.5482084155906253,    0.7707254775750577,    
494,    child_14_7,    None,0.4544824273737462,    0.8725114890337551,    0.92059820927163,    0.5919032821062207,    
495,    child_14_8,    None,0.4355347986449726,    0.838072082724759,    0.38710942294262396,    0.004816002945214559,    
496,    child_14_9,    None,0.6772014318930236,    0.17443586753559037,    0.8268617028388422,    0.31429401899709375,    
497,    child_14_10,    None,0.01698294237755993,    0.5803915201343824,    0.32658714018378765,    0.4835444426084671,    
498,    child_14_11,    None,0.10052607585265705,    0.12627008350444102,    0.5512684552939199,    0.8814403073499432,    
499,    child_14_12,    None,0.42662285057710325,    0.9978992577597326,    0.0045786480413901876,    0.36316774273865493,    
500,    child_14_13,    None,0.24192457034970916,    0.9393840041850926,    0.7014648265378093,    0.11444218328801958,    
501,    child_14_14,    None,0.5953627594050392,    0.5796998379320577,    0.8300278924656174,    0.40215451263406776,    
502,    child_14_15,    None,0.7254742968825285,    0.27199848328577136,    0.33128709961820846,    0.7312891298869946,    
503,    child_14_16,    None,0.4043898633905806,    0.7296512643242593,    0.23543050312989222,    0.755850051666199,    
504,    child_14_17,    None,0.27011224908867726,    0.15845878261931645,    0.3051299825267235,    0.668452113399226,    
505,    child_14_18,    None,0.26982152770998236,    0.18852707228330212,    0.4262701527589071,    0.7054134642076001,    
506,    child_14_19,    None,0.013443065723591108,    0.16590204177268053,    0.2766581447748838,    0.932133969005663,    
507,    child_14_20,    None,0.18923287484745932,    0.05244099444244921,    0.8005974476666998,    0.16883207007644374,    
508,    child_14_21,    None,0.7150184976585567,    0.28178750992650325,    0.5620462331355597,    0.8362269314274253,    
509,    child_14_22,    None,0.7193750738072823,    0.2512435420996617,    0.34817935832862645,    0.31291565521610254,    
510,    child_14_23,    None,0.6041332845639191,    0.5818698186910931,    0.9352593232164605,    0.5974454193361887,    
511,    child_14_24,    None,0.4953263053799257,    0.2591044980300473,    0.3768125225287743,    0.3274355318322715,    
512,    child_14_25,    None,0.9875478006692168,    0.27757477907193995,    0.5987737660830967,    0.7194189029255802,    
513,    child_14_26,    None,0.6387149428564725,    0.4615423241225235,    0.7183702149465725,    0.5377594555319234,    
514,    child_14_27,    None,0.5553838137601619,    0.5013727676513171,    0.5700236556299499,    0.3212970480864066,    
515,    child_14_28,    None,0.14775474226125695,    0.09877918927085783,    0.35120491370254425,    0.3022020663085815,    
516,    child_14_29,    None,0.49263357332491375,    0.04911491112599631,    0.05975588989460823,    0.8285502626739767,    
517,    child_14_30,    None,0.10049746320866537,    0.6621108343466447,    0.4900481895853638,    0.6774990458283591,    
518,    child_15_0,    None,0.9287021794847039,    0.12851822347337816,    0.8407699713048367,    0.6517736622565036,    
519,    child_15_1,    None,0.6333285994384121,    0.8753202024965424,    0.5138685905404053,    0.9064093210034866,    
520,    child_15_2,    None,0.43994796554609894,    0.9232233143856454,    0.4162351666258659,    0.3388747279833265,    
521,    child_15_3,    None,0.3545493090336991,    0.8614797062770497,    0.4937842612998167,    0.6130015854125097,    
522,    child_15_4,    None,0.03338217424187373,    0.674059612270128,    0.06196529356060032,    0.7303423532495021,    
523,    child_15_5,    None,0.6295959615985219,    0.8717057523779513,    0.06397059012032769,    0.1273230068800807,    
524,    child_15_6,    None,0.04302141022725148,    0.591029659503862,    0.2820204725804051,    0.6418823568981563,    
525,    child_15_7,    None,0.7540167355712831,    0.8210008391352479,    0.558517687111792,    0.4441542628883607,    
526,    child_15_8,    None,0.7189492218696413,    0.49941594324694016,    0.9186850298951769,    0.9788338997919579,    
527,    child_15_9,    None,0.8153658369491863,    0.4599294847124976,    0.7280584966328034,    0.20080939729995373,    
528,    child_15_10,    None,0.9110682381167877,    0.8889459210066977,    0.7702169244359137,    0.5399610547909952,    
529,    child_15_11,    None,0.8756965342499454,    0.40817623733576613,    0.8290483077243791,    0.7933146991215133,    
530,    child_15_12,    None,0.6847141911866444,    0.5380522057565509,    0.38066844559521706,    0.08601173060639311,    
531,    child_15_13,    None,0.08699732640317004,    0.7486388533768471,    0.7282602987851934,    0.41298178358956283,    
532,    child_15_14,    None,0.18884020432652127,    0.6359405084225557,    0.5496330725164807,    0.7960749045551054,    
533,    child_15_15,    None,0.9052226620759297,    0.41735686931211313,    0.5552468584192588,    0.5805370437227645,    
534,    child_15_16,    None,0.2726685704942773,    0.07709702371780436,    0.2267917962126762,    0.2739795581209533,    
535,    child_15_17,    None,0.04044431503108448,    0.04507465805481459,    0.5079117165749156,    0.45532694673061413,    
536,    child_15_18,    None,0.2880991825006428,    0.19147179079490206,    0.6702428875402382,    0.5500625752381896,    
537,    child_15_19,    None,0.7257839541819429,    0.966020970495343,    0.706905595713008,    0.5437051196532009,    
538,    child_15_20,    None,0.14239439839660883,    0.5015959971250071,    0.5527392989678795,    0.3542148831085483,    
539,    child_15_21,    None,0.7769263819023873,    0.49691054658509637,    0.8097714109801049,    0.08924183288804655,    
540,    child_15_22,    None,0.6102595968814094,    0.36574637165432733,    0.5535557475086983,    0.7168606082126463,    
541,    child_15_23,    None,0.5429151231742311,    0.8861581479189065,    0.22349117550268094,    0.03338540167231474,    
542,    child_15_24,    None,0.10337010015894998,    0.6904315506159434,    0.05292104214421445,    0.3852706735741841,    
543,    child_15_25,    None,0.5375230817083146,    0.48340559856052057,    0.6907609742405945,    0.5803110003978557,    
544,    child_15_26,    None,0.8909877021599777,    0.8928890321050836,    0.3753827332119962,    0.03892069611961435,    
545,    child_15_27,    None,0.08326833537152312,    0.0884809209974663,    0.3951220804566028,    0.5244166166928835,    
546,    child_15_28,    None,0.1195615502413423,    0.1170752188136519,    0.14301195009137535,    0.9384506999817611,    
547,    child_15_29,    None,0.9079764632643555,    0.8707064785528043,    0.18660380720623426,    0.11717540205295451,    
548,    child_15_30,    None,0.7047100272073678,    0.8280254265140409,    0.37674071372332774,    0.1781320897409584,    
549,    child_16_0,    None,0.8680932331825313,    0.08451044136650943,    0.1767845446959716,    0.9321467066322949,    
550,    child_16_1,    None,0.8281346739794679,    0.5004670718303398,    0.6836757212061617,    0.726026631138512,    
551,    child_16_2,    None,0.248944765780444,    0.9982753388754624,    0.9861454098452714,    0.19699604309534824,    
552,    child_16_3,    None,0.6347664109241826,    0.14900192148117086,    0.9464205287813984,    0.14113051590159265,    
553,    child_16_4,    None,0.4665047588601696,    0.7821256691843902,    0.5366106838387211,    0.6742461217655592,    
554,    child_16_5,    None,0.5384737306377448,    0.04499697861402541,    0.07293063938896227,    0.9534244818879561,    
555,    child_16_6,    None,0.511029547056819,    0.1456873286267094,    0.3856979660200741,    0.20519292079257445,    
556,    child_16_7,    None,0.24385921361579854,    0.6749247905221405,    0.35950324641015563,    0.8059906973718367,    
557,    child_16_8,    None,0.34505463272975556,    0.8180940422226693,    0.7169326598683817,    0.7614252762933449,    
558,    child_16_9,    None,0.010509972021350178,    0.33936189240643455,    0.4830262968980905,    0.8573380433981507,    
559,    child_16_10,    None,0.2002968833287333,    0.4812197522728525,    0.3242082877224044,    0.362604397435186,    
560,    child_16_11,    None,0.39959109683695015,    0.4164615443434423,    0.38313007031418034,    0.12308988293624323,    
561,    child_16_12,    None,0.02301849566078551,    0.49141736899947996,    0.02622144618890654,    0.4098050740818132,    
562,    child_16_13,    None,0.710880158972169,    0.09747249951490589,    0.6662212340631064,    0.08688508854650567,    
563,    child_16_14,    None,0.08625875183710918,    0.6416212697784501,    0.4964641211344587,    0.3281859087658875,    
564,    child_16_15,    None,0.6098076302223325,    0.14867400550357124,    0.38512769524184853,    0.9424765397470211,    
565,    child_16_16,    None,0.5270825633370512,    0.8235388814860101,    0.03797744705027406,    0.9361167015395225,    
566,    child_16_17,    None,0.21989921372234444,    0.6624670702188848,    0.03405093777934032,    0.6055660808284349,    
567,    child_16_18,    None,0.03315089460847154,    0.46367094349467985,    0.495499302014914,    0.016173676302684292,    
568,    child_16_19,    None,0.6788106501991957,    0.5003789464415707,    0.5946620904611747,    0.7619522010343487,    
569,    child_16_20,    None,0.5146189578312704,    0.17561358329764987,    0.7615471675340422,    0.17365460161484125,    
570,    child_16_21,    None,0.5499922236952162,    0.30275528402171825,    0.8421969767804469,    0.0011335115152506514,    
571,    child_16_22,    None,0.4660924492001425,    0.05341409820434362,    0.15579391542394738,    0.8466663498147046,    
572,    child_16_23,    None,0.1265849261285411,    0.33426353107933093,    0.8311614908625565,    0.7452920461836612,    
573,    child_16_24,    None,0.6602619763475691,    0.8701881548862412,    0.47318213036970547,    0.39725613227202594,    
574,    child_16_25,    None,0.15674032196045928,    0.15303315052953848,    0.33279500896179526,    0.7049025066621631,    
575,    child_16_26,    None,0.5830353373489625,    0.20679934941114353,    0.28483375239640263,    0.5955807270178427,    
576,    child_16_27,    None,0.6540705531676462,    0.5861095267338019,    0.601022473628254,    0.3032860172661763,    
577,    child_16_28,    None,0.8944512595822302,    0.04529016935602714,    0.2890929637998302,    0.6927367058599144,    
578,    child_16_29,    None,0.2857015170107794,    0.5866091052505176,    0.34538245406513124,    0.5711096925532902,    
579,    child_16_30,    None,0.6065347417412051,    0.3609349386512908,    0.014904377291749094,    0.7353317268150117,    
580,    child_17_0,    None,0.8049868721233003,    0.23042245542964557,    0.003970105711565752,    0.5434126823032388,    
581,    child_17_1,    None,0.14730809424950086,    0.9529858972906604,    0.8686199949876149,    0.797503466974321,    
582,    child_17_2,    None,0.6558540142418129,    0.5324842885234817,    0.34035783851593204,    0.014643421541288504,    
583,    child_17_3,    None,0.24305448451358003,    0.8551352511280699,    0.09402072503427172,    0.4799904890252392,    
584,    child_17_4,    None,0.32765273569148357,    0.9466318167063306,    0.48534305856369464,    0.8505447575465215,    
585,    child_17_5,    None,0.4371871108716556,    0.35550978233386243,    0.06951196810465654,    0.6677481882967179,    
586,    child_17_6,    None,0.607947264541634,    0.11343017565586955,    0.4646473139619506,    0.25241789076769605,    
587,    child_17_7,    None,0.6180625155465055,    0.6557523387011324,    0.5559527004662711,    0.41981856593933675,    
588,    child_17_8,    None,0.4193619068550327,    0.2714537379569013,    0.38503158161906204,    0.5242244188695813,    
589,    child_17_9,    None,0.7847952430053907,    0.9968877618545798,    0.24850632798839556,    0.9982730284007001,    
590,    child_17_10,    None,0.7901527851726113,    0.4469050456761149,    0.7528010438656977,    0.8304778313696007,    
591,    child_17_11,    None,0.03623006285873709,    0.39179809697260815,    0.3244664902684854,    0.7464184530492062,    
592,    child_17_12,    None,0.599126751841549,    0.19207180480932584,    0.7843592172860087,    0.9567328205417197,    
593,    child_17_13,    None,0.8399297241665242,    0.6948324718492583,    0.2408033764088966,    0.9139509400711244,    
594,    child_17_14,    None,0.8934064528576918,    0.6745354194431145,    0.3518061167067147,    0.41534619357371594,    
595,    child_17_15,    None,0.42507680043017204,    0.03850647815292396,    0.5554377977977004,    0.6675054604635348,    
596,    child_17_16,    None,0.709547491321476,    0.21422384540710449,    0.205415007139929,    0.4864005761027814,    
597,    child_17_17,    None,0.293514420285062,    0.8190398890601653,    0.2162231861929904,    0.7409509512234747,    
598,    child_17_18,    None,0.9180881560520044,    0.9935595509726408,    0.9549590770869877,    0.35542188551612697,    
599,    child_17_19,    None,0.5187627590248547,    0.08228736668259473,    0.3472246403231778,    0.22671521720549592,    
600,    child_17_20,    None,0.6350802139783657,    0.8339930925445114,    0.39572942423903634,    0.33712749614036364,    
601,    child_17_21,    None,0.2135977547312926,    0.469089985631582,    0.14801182730101614,    0.8312509720728937,    
602,    child_17_22,    None,0.5762802384453332,    0.5044773878419844,    0.45962127769551697,    0.5368682829243202,    
603,    child_17_23,    None,0.7616922448698816,    0.4403256974259385,    0.6908095931176177,    0.8522398120942961,    
604,    child_17_24,    None,0.23187256060451678,    0.36289781121245845,    0.07902714623019746,    0.029321205834391018,    
605,    child_17_25,    None,0.26620705488008456,    0.3918104914961372,    0.9598642077184633,    0.5064754670024738,    
606,    child_17_26,    None,0.2613175560501425,    0.3292762415398506,    0.9894660216687491,    0.6687754484107307,    
607,    child_17_27,    None,0.45371785113582574,    0.9991506094448435,    0.17715145693445433,    0.3864015746768654,    
608,    child_17_28,    None,0.7571016833942373,    0.7082596768149279,    0.9883129008939422,    0.7102543379116403,    
609,    child_17_29,    None,0.822420523351965,    0.33845285012209114,    0.09511728358804994,    0.48779124737690505,    
610,    child_18_0,    None,0.15864118131939187,    0.0636328766983062,    0.9919041689761031,    0.7266384681718844,    
611,    child_18_1,    None,0.2129410008970809,    0.8477634060421462,    0.8252298445643063,    0.37771376929636824,    
612,    child_18_2,    None,0.8576750361048285,    0.36519286450616206,    0.05735125823782983,    0.5739678387772926,    
613,    child_18_3,    None,0.3516090894618933,    0.06956976958488148,    0.8387125788287948,    0.529867322698689,    
614,    child_18_4,    None,0.7940905776043626,    0.4322900559199777,    0.074283961757177,    0.2182336565474956,    
615,    child_18_5,    None,0.4921928319177076,    0.694849877405072,    0.5604239724685917,    0.8670868898400818,    
616,    child_18_6,    None,0.9026823000977193,    0.5841145491782221,    0.10214919485345275,    0.06476607447386895,    
617,    child_18_7,    None,0.5307389330294825,    0.812629821492819,    0.1644415854901624,    0.4760789930422634,    
618,    child_18_8,    None,0.11998430437925955,    0.9183582302890916,    0.49086855441966915,    0.38580077855066464,    
619,    child_18_9,    None,0.5714428706922102,    0.4934071927021103,    0.3568708307147427,    0.8297244484956294,    
620,    child_18_10,    None,0.7744431475833159,    0.35452819915876044,    0.5832169051773335,    0.002998899648125941,    
621,    child_18_11,    None,0.7608037509764322,    0.6891623400199952,    0.9127092169800353,    0.5798501187291644,    
622,    child_18_12,    None,0.433934939525642,    0.2874309667756212,    0.5514760693123891,    0.11838798135815465,    
623,    child_18_13,    None,0.09192614998167892,    0.608373517277276,    0.41194040151092126,    0.43853679657553224,    
624,    child_18_14,    None,0.0032246057754712343,    0.1986450017884227,    0.04008079796958375,    0.05762977250789636,    
625,    child_18_15,    None,0.22067784130001222,    0.9300303640313019,    0.22240477512647494,    0.8301984193336038,    
626,    child_18_16,    None,0.15164239918135491,    0.9541618067229934,    0.30368045035307634,    0.8506477636798505,    
627,    child_18_17,    None,0.5741195504375276,    0.5700811370609645,    0.2463206899310667,    0.6456726067174081,    
628,    child_18_18,    None,0.03333572668723905,    0.1956876718834265,    0.6147423475355784,    0.40644459647441067,    
629,    child_18_19,    None,0.12167609457587969,    0.8842708203324522,    0.8063155956329043,    0.4584682106767044,    
630,    child_18_20,    None,0.2885227266739073,    0.15194793025224773,    0.12363645987130578,    0.122182376956109,    
631,    child_18_21,    None,0.16887696770791916,    0.11907531354338186,    0.09625178047412108,    0.423728739459169,    
632,    child_18_22,    None,0.572518066168131,    0.7545383470244352,    0.9410513579875152,    0.07615446669125192,    
633,    child_18_23,    None,0.7589491330010248,    0.33697033464429027,    0.5814026779217215,    0.09052846476112775,    
634,    child_18_24,    None,0.6857246880465524,    0.7536376281927143,    0.48989911774192807,    0.4417566806226668,    
635,    child_18_25,    None,0.8433001981211623,    0.32430914873969763,    0.18409839608740453,    0.8126473106988648,    
636,    child_18_26,    None,0.6859787437881425,    0.19547152703903548,    0.7020192099320794,    0.2750460484550866,    
637,    child_18_27,    None,0.2614966067102622,    0.9812108199324904,    0.5455565802001093,    0.6362653828861095,    
638,    child_18_28,    None,0.8602445644568029,    0.299073078959354,    0.40226215419025313,    0.9257555725711765,    
639,    child_18_29,    None,0.3562138361165458,    0.9443696698065733,    0.13533430749055697,    0.2177215698047127,    
640,    child_18_30,    None,0.9673471626722895,    0.6672661833147583,    0.6730109131148581,    0.8010816364457919,    
641,    child_19_0,    None,0.49898638189372424,    0.6214635220314967,    0.5596502104188683,    0.5609335966738916,    
642,    child_19_1,    None,0.8623640626904419,    0.8984784496753847,    0.5280220742544331,    0.5595685451056693,    
643,    child_19_2,    None,0.09194041887854021,    0.7165808199727646,    0.6998012612758686,    0.802753525941801,    
644,    child_19_3,    None,0.9796941006225242,    0.7968192169763239,    0.5642476228394564,    0.08922094799966584,    
645,    child_19_4,    None,0.6196649832453616,    0.6243111103285737,    0.40794002845265664,    0.07354036310029799,    
646,    child_19_5,    None,0.8228211805123169,    0.14819807341503988,    0.4572113062787546,    0.7957763972844792,    
647,    child_19_6,    None,0.16942860226275613,    0.8655113602647934,    0.7641407530505382,    0.5054877801651092,    
648,    child_19_7,    None,0.44049321927678176,    0.40739114157995715,    0.33310762885261613,    0.37089182034669954,    
649,    child_19_8,    None,0.06386425853912059,    0.789636445904232,    0.880823736951081,    0.91238622782975,    
650,    child_19_9,    None,0.5688115958974957,    0.1387344419975881,    0.9473795366558093,    0.2243722072559633,    
651,    child_19_10,    None,0.6889107193862573,    0.0908170196019984,    0.41199483299018536,    0.39220408329575007,    
652,    child_19_11,    None,0.3377775947188003,    0.5391961829944117,    0.16436489370924967,    0.6490073850232687,    
653,    child_19_12,    None,0.5655732643599514,    0.4772360210438832,    0.5816742166352021,    0.511865782630837,    
654,    child_19_13,    None,0.6268788974268676,    0.7946889266498014,    0.3385781171575877,    0.020227163259623593,    
655,    child_19_14,    None,0.37931802861420283,    0.9486336873313465,    0.7708743842824143,    0.7036414988132688,    
656,    child_19_15,    None,0.18207131224228423,    0.9725344544386939,    0.463169378374653,    0.5991250462148033,    
